"subject" "activity"
7 "walkingdownstairs"
7 "walkingdownstairs"
7 "walkingdownstairs"
7 "walkingdownstairs"
7 "walkingdownstairs"
7 "walkingdownstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
7 "walkingupstairs"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "standing"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "sitting"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "laying"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walking"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingdownstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
8 "walkingupstairs"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "standing"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "sitting"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "laying"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walking"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingdownstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
11 "walkingupstairs"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "standing"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "sitting"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "laying"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walking"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingdownstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
14 "walkingupstairs"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "standing"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "sitting"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "laying"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walking"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingdownstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
15 "walkingupstairs"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "walkingupstairs"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "standing"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "sitting"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "laying"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walking"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
16 "walkingdownstairs"
